GII I1 11
1360 245 300
    0      35         35          0        230          0   
    1      41         49         15        204         10   
    2      35         17         18        202         10   
    3      55         45         54        187         10   
    4      55         20        138        169         10   
    5      15         30         20        199         10   
    6      25         30         76        131         10   
    7      20         50         21        170         10   
    8      10         43         87        112         10   
    9      55         60         88        115         10   
   10      30         60        107        150         10   
   11      20         65         57         86         10   
   12      50         35         15        192         10   
   13      30         25        147        180         10   
   14      15         10         32        187         10   
   15      30          5         50         81         10   
   16      10         20         29        139         10   
   17       5         30        124        189         10   
   18      20         40         47        136         10   
   19      15         60         32        146         10   
   20      45         65         79        182         10   
   21      45         20         18        195         10   
   22      45         10         76        127         10   
   23      55          5         58         87         10   
   24      65         35         58        190         10   
   25      65         20        153        186         10   
1	 2 110 0 43 1 25 1 50
2	 2 110 0 43 1 25 1 50
3	 2 110 0 43 1 25 1 50
3	 3 92 1 81 1 55 1 10
3	 4 81 0 33 1 28 1 10
4	 3 92 1 81 1 55 1 80
5	 3 92 1 81 1 55 1 70
5	 1 108 0 76 0 30 1 10
5	 5 120 1 99 1 73 1 5
5	 4 81 0 33 1 28 1 10
5	 2 110 0 43 1 25 1 5
6	 3 92 1 81 1 55 1 50
7	 3 92 1 81 1 55 1 52
8	 3 92 1 81 1 55 1 50
9	 3 92 1 81 1 55 1 68
10	 3 92 1 81 1 55 1 50
11	 1 108 0 76 0 30 1 61
12	 1 108 0 76 0 30 1 70
13	 1 108 0 76 0 30 1 56
14	 1 108 0 76 0 30 1 80
14	 3 92 1 81 1 55 1 10
15	 1 108 0 76 0 30 1 50
16	 4 81 0 33 1 28 1 70
17	 2 110 0 43 1 25 1 50
17	 5 120 1 99 1 73 1 4
17	 4 81 0 33 1 28 1 8
17	 1 108 0 76 0 30 1 10
18	 4 81 0 33 1 28 1 51
19	 4 81 0 33 1 28 1 60
20	 1 108 0 76 0 30 1 50
21	 4 81 0 33 1 28 1 50
22	 5 120 1 99 1 73 1 50
23	 5 120 1 99 1 73 1 100
24	 5 120 1 99 1 73 1 50
25	 4 81 0 33 1 28 1 50
