GI I1 10
1360 245 300
    0      35         35          0        230          0   
    1      41         49        130        201         10   
    2      35         17         20         89         10   
    3      55         45        106        135         10   
    4      55         20         71        195         10   
    5      15         30         20        107         10   
    6      25         30         54        153         10   
    7      20         50         66        105         10   
    8      10         43         61        138         10   
    9      55         60         53        150         10   
   10      30         60        101        156         10   
   11      20         65         33        152         10   
   12      50         35         38         97         10   
   13      30         25         70        208         10   
   14      15         10         32        137         10   
   15      30          5         30        154         10   
   16      10         20         54        105         10   
   17       5         30         51        189         10   
   18      20         40         77        106         10   
   19      15         60         53        108         10   
   20      45         65        109        152         10   
   21      45         20         37         96         10   
   22      45         10         59        144         10   
   23      55          5         36        155         10   
   24      65         35        118        190         10   
   25      65         20         47        186         10   
1	 2 110 0 43 1 25 1 30
2	 2 110 0 43 1 25 1 30
3	 2 110 0 43 1 25 1 10
3	 1 108 0 76 0 30 1 10
3	 3 92 1 81 1 55 1 10
3	 4 81 0 33 1 28 1 10
3	 5 120 1 99 1 73 10
4	 3 92 1 81 1 55 1 50
5	 3 92 1 81 1 55 1 40
6	 3 92 1 81 1 55 1 20
6	 1 108 0 76 0 30 1 10
7	 3 92 1 81 1 55 1 30
8	 3 92 1 81 1 55 1 30
8	 4 81 0 33 1 28 1 10
9	 3 92 1 81 1 55 1 40
10	 3 92 1 81 1 55 1 40
11	 1 108 0 76 0 30 1 30
12	 1 108 0 76 0 30 1 50
13	 1 108 0 76 0 30 1 60
14	 1 108 0 76 0 30 1 60
14	 3 92 1 81 1 55 1 20
14	 2 110 0 43 1 25 1 10
15	1 108 0 76 0 30 1 20
15	3 92 1 81 1 55 1 10
16	 4 81 0 33 1 28 1 40
17	 2 110 0 43 1 25 1 30
18	 4 81 0 33 1 28 1 30
19	 4 81 0 33 1 28 1 40
20	 1 108 0 76 0 30 1 30
21	 5 120 1 99 1 73 1 35
22	 5 120 1 99 1 73 1 55
23	 5 120 1 99 1 73 1 70
23	 4 81 0 33 1 28 1 10
24	 5 120 1 99 1 73 1 10
24	1 108 0 76 0 30 1 10
24	4 81 0 33 1 28 1 10
24	3 92 1 81 1 55 1 10
25	4 81 0 33 1 28 1 20
25	2 110 0 43 1 25 1 10
