GII I2 10
1360 245 300
    0      35         35          0       1000          0   
    1      41         49        190        974         10   
    2      35         17         18        792         10   
    3      55         45        289        822         10   
    4      55         20        679        800         10   
    5      15         30         20        906         10   
    6      25         30        355        574         10   
    7      20         50         72        669         10   
    8      10         43        393        492         10   
    9      55         60        394        503         10   
   10      30         60        517        692         10   
   11      20         65        206        325         10   
   12      50         35         15        725         10   
   13      30         25        694        823         10   
   14      15         10         32        694         10   
   15      30          5        176        299         10   
   16      10         20        102        543         10   
   17       5         30        673        930         10   
   18      20         40        229        582         10   
   19      15         60         95        552         10   
   20      45         65        418        829         10   
   21      45         20         18        727         10   
   22      45         10        349        554         10   
   23      55          5        206        325         10   
   24      65         35        435        960         10   
   25      65         20        826        956         10   
1	 2 110 0 43 1 25 1 50
2	 2 110 0 43 1 25 1 50
3	 2 110 0 43 1 25 1 50
3	 3 92 1 81 1 55 1 10
3	 4 81 0 33 1 28 1 10
4	 3 92 1 81 1 55 1 80
5	 3 92 1 81 1 55 1 70
5	 1 108 0 76 0 30 1 10
5	 5 120 1 99 1 73 1 5
5	 4 81 0 33 1 28 1 10
5	 2 110 0 43 1 25 1 5
6	 3 92 1 81 1 55 1 50
7	 3 92 1 81 1 55 1 52
8	 3 92 1 81 1 55 1 50
9	 3 92 1 81 1 55 1 68
10	 3 92 1 81 1 55 1 50
11	 1 108 0 76 0 30 1 61
12	 1 108 0 76 0 30 1 70
13	 1 108 0 76 0 30 1 56
14	 1 108 0 76 0 30 1 80
14	 3 92 1 81 1 55 1 10
15	 1 108 0 76 0 30 1 50
16	 4 81 0 33 1 28 1 70
17	 2 110 0 43 1 25 1 50
17	 5 120 1 99 1 73 1 4
17	 4 81 0 33 1 28 1 8
17	 1 108 0 76 0 30 1 10
18	 4 81 0 33 1 28 1 51
19	 4 81 0 33 1 28 1 60
20	 1 108 0 76 0 30 1 50
21	 4 81 0 33 1 28 1 50
22	 5 120 1 99 1 73 1 50
23	 5 120 1 99 1 73 1 100
24	 5 120 1 99 1 73 1 50
25	 4 81 0 33 1 28 1 50
